lead_id,company_size,industry,website_visits,pages_viewed,time_on_site_seconds,email_opens,email_clicks,form_submissions,content_downloads,webinar_attendance,days_since_first_touch,lead_source,actual_converted,predicted_probability,predicted_class
LEAD_5574,Small,Healthcare,24,13,1426,6,1,5,4,2,171,Event,1,0.7395,1
LEAD_5575,Enterprise,Retail,21,27,925,5,5,4,1,2,45,Paid Ad,1,0.6288,1
LEAD_5576,Small,Technology,25,26,1244,15,6,3,5,2,161,Social Media,1,0.4855,0
LEAD_5577,Small,Finance,13,9,1128,7,2,1,6,2,164,Paid Ad,1,0.6438,1
LEAD_5578,Large,Manufacturing,34,21,206,14,6,0,8,0,122,Website,1,0.2759,0
LEAD_5579,Medium,Technology,13,1,1521,7,5,3,2,1,22,Event,0,0.9086,1
LEAD_5580,Enterprise,Finance,44,1,1380,11,8,3,6,0,174,Website,1,0.9545,1
LEAD_5581,Medium,Education,15,2,1562,10,7,5,1,2,28,Paid Ad,1,0.6319,1
LEAD_5582,Medium,Healthcare,6,7,1741,7,7,3,3,3,90,Social Media,1,0.9025,1
LEAD_5583,Large,Retail,13,4,294,11,7,1,3,2,10,Social Media,1,0.7304,1
LEAD_5584,Small,Education,11,14,725,4,4,3,5,0,145,Website,1,0.4499,0
LEAD_5585,Small,Technology,27,7,1161,2,2,3,2,1,4,Referral,1,0.5808,1
LEAD_5586,Medium,Manufacturing,15,3,198,2,0,1,7,2,122,Social Media,1,0.9603,1
LEAD_5587,Large,Retail,45,25,621,13,10,4,4,3,180,Paid Ad,1,0.8364,1
LEAD_5588,Medium,Technology,27,4,43,5,5,1,4,3,164,Website,0,0.8492,1
LEAD_5589,Enterprise,Education,18,23,1163,6,1,1,3,0,102,Social Media,1,0.3718,0
LEAD_5590,Enterprise,Manufacturing,8,21,1321,2,2,0,2,2,46,Website,0,0.3872,0
LEAD_5591,Medium,Finance,25,27,103,13,1,2,2,2,81,Social Media,1,0.526,1
LEAD_5592,Medium,Finance,5,7,1456,9,2,4,7,1,59,Paid Ad,0,0.9379,1
LEAD_5593,Large,Finance,20,16,585,14,4,3,4,0,39,Event,0,0.7715,1
LEAD_5594,Large,Education,6,5,264,5,4,1,8,1,86,Website,1,0.4091,0
LEAD_5595,Small,Education,27,1,1669,3,3,0,3,1,99,Referral,1,0.1825,0
LEAD_5596,Large,Education,29,19,245,0,0,5,3,1,25,Social Media,0,0.7362,1
LEAD_5597,Small,Retail,12,2,1035,0,0,5,8,3,116,Referral,1,0.6617,1
LEAD_5598,Small,Retail,24,23,1060,11,5,5,7,3,90,Website,0,0.99,1
LEAD_5599,Enterprise,Technology,43,15,208,15,2,5,1,2,105,Paid Ad,1,0.8712,1
LEAD_5600,Large,Healthcare,42,20,438,1,1,0,6,2,144,Paid Ad,1,0.7222,1
LEAD_5601,Small,Healthcare,40,7,1393,12,10,2,1,0,121,Website,0,0.2999,0
LEAD_5602,Small,Finance,25,3,870,1,1,2,1,0,8,Referral,1,0.28,0
LEAD_5603,Medium,Education,29,2,337,11,6,1,0,1,179,Referral,0,0.2358,0
LEAD_5604,Small,Healthcare,15,23,1064,11,0,0,5,2,18,Paid Ad,1,0.6044,1
LEAD_5605,Small,Finance,3,12,139,3,2,1,3,1,124,Website,1,0.4109,0
LEAD_5606,Large,Retail,25,23,273,4,4,3,3,0,19,Website,0,0.6971,1
LEAD_5607,Enterprise,Education,5,14,295,13,7,4,2,0,70,Paid Ad,0,0.6269,1
LEAD_5608,Large,Technology,11,30,860,3,3,2,8,3,28,Referral,1,0.8825,1
LEAD_5609,Large,Retail,5,16,852,2,2,1,7,3,119,Social Media,0,0.5246,1
LEAD_5610,Large,Manufacturing,31,7,934,13,10,1,6,2,177,Social Media,1,0.3659,0
LEAD_5611,Enterprise,Finance,37,3,171,15,9,1,3,1,71,Social Media,1,0.8027,1
LEAD_5612,Enterprise,Finance,27,7,1118,0,0,3,2,3,61,Social Media,1,0.8626,1
LEAD_5613,Enterprise,Finance,31,15,1642,9,2,5,4,2,63,Event,1,0.7043,1
LEAD_5614,Small,Retail,33,19,551,1,1,1,7,1,12,Paid Ad,0,0.4743,0
LEAD_5615,Large,Finance,36,18,948,6,3,2,6,1,42,Social Media,1,0.9345,1
LEAD_5616,Enterprise,Finance,11,27,484,3,3,1,0,2,1,Social Media,1,0.8042,1
LEAD_5617,Large,Manufacturing,27,20,417,10,0,2,5,1,112,Referral,0,0.5404,1
LEAD_5618,Enterprise,Technology,14,22,1325,5,0,1,6,0,58,Social Media,1,0.6777,1
LEAD_5619,Medium,Manufacturing,18,30,1447,5,4,4,1,1,16,Website,1,0.8427,1
LEAD_5620,Medium,Healthcare,10,14,287,5,5,4,8,0,5,Website,0,0.7936,1
LEAD_5621,Small,Education,39,30,1029,12,5,3,4,0,14,Paid Ad,1,0.5018,1
LEAD_5622,Small,Technology,8,24,964,0,0,3,8,1,40,Paid Ad,1,0.5836,1
LEAD_5623,Enterprise,Education,33,9,980,12,7,2,0,3,51,Event,1,0.9133,1
LEAD_5624,Large,Finance,32,9,136,15,6,3,4,2,74,Referral,1,0.99,1
LEAD_5625,Small,Manufacturing,41,10,1568,2,2,1,2,0,61,Paid Ad,0,0.1325,0
LEAD_5626,Medium,Education,35,24,649,4,4,5,1,2,98,Website,1,0.6237,1
LEAD_5627,Medium,Healthcare,48,12,1403,3,3,5,0,3,95,Referral,1,0.8514,1
LEAD_5628,Enterprise,Retail,32,28,1418,6,1,3,7,2,8,Event,0,0.99,1
LEAD_5629,Large,Finance,5,24,1254,14,5,2,2,1,149,Website,1,0.4903,0
LEAD_5630,Enterprise,Technology,22,24,382,8,5,1,1,0,92,Website,1,0.4356,0
LEAD_5631,Large,Manufacturing,45,4,1451,6,6,4,2,0,161,Event,1,0.8583,1
LEAD_5632,Large,Education,7,12,1237,7,7,2,0,0,134,Paid Ad,0,0.5187,1
LEAD_5633,Large,Education,24,7,522,14,1,5,5,3,68,Referral,1,0.8384,1
LEAD_5634,Large,Technology,8,25,1312,5,5,5,5,0,72,Website,1,0.8385,1
LEAD_5635,Medium,Finance,38,9,1347,7,0,5,2,1,3,Paid Ad,1,0.5761,1
LEAD_5636,Large,Education,15,21,1290,9,3,5,5,3,35,Event,1,0.99,1
LEAD_5637,Small,Education,36,28,111,15,1,5,7,0,145,Social Media,1,0.37,0
LEAD_5638,Large,Healthcare,5,16,1619,6,2,1,4,1,86,Paid Ad,1,0.99,1
LEAD_5639,Small,Retail,21,21,679,13,5,0,7,1,166,Referral,1,0.4871,0
LEAD_5640,Enterprise,Finance,48,2,1350,13,1,4,4,1,68,Event,1,0.7189,1
LEAD_5641,Large,Retail,47,23,1338,0,0,2,4,0,176,Social Media,1,0.4453,0
LEAD_5642,Large,Finance,4,1,1437,10,0,3,3,2,50,Event,1,0.7236,1
LEAD_5643,Medium,Manufacturing,44,24,726,15,9,3,8,3,164,Paid Ad,1,0.9388,1
LEAD_5644,Small,Technology,14,9,312,5,5,1,5,3,34,Paid Ad,1,0.5917,1
LEAD_5645,Enterprise,Healthcare,5,13,834,13,3,0,3,0,127,Referral,1,0.2837,0
LEAD_5646,Large,Education,48,29,1691,8,2,0,6,3,18,Website,1,0.5787,1
LEAD_5647,Large,Technology,45,18,1513,6,6,1,6,3,174,Website,1,0.8456,1
LEAD_5648,Large,Education,22,18,1065,6,6,3,1,0,54,Referral,1,0.6299,1
LEAD_5649,Enterprise,Retail,41,19,1013,7,4,0,7,2,3,Social Media,1,0.929,1
LEAD_5650,Medium,Manufacturing,8,5,1454,3,3,5,5,3,8,Website,1,0.8749,1
LEAD_5651,Small,Education,17,27,1650,13,8,5,0,0,149,Paid Ad,0,0.3285,0
LEAD_5652,Large,Retail,31,25,1661,6,3,5,4,2,151,Paid Ad,0,0.7321,1
LEAD_5653,Small,Education,30,11,1465,5,4,3,6,1,142,Event,1,0.4968,0
LEAD_5654,Medium,Manufacturing,22,13,1670,8,2,3,2,2,173,Paid Ad,1,0.6464,1
LEAD_5655,Enterprise,Technology,21,10,43,0,0,1,8,0,24,Referral,1,0.868,1
LEAD_5656,Large,Healthcare,13,28,1162,0,0,3,7,1,41,Social Media,1,0.8612,1
LEAD_5657,Large,Education,20,21,354,5,3,0,0,0,45,Social Media,1,0.3733,0
LEAD_5658,Medium,Finance,31,26,65,14,9,0,0,1,16,Paid Ad,1,0.6895,1
LEAD_5659,Medium,Technology,26,13,513,4,4,0,8,0,132,Paid Ad,1,0.8687,1
LEAD_5660,Large,Education,5,12,312,7,5,4,8,1,129,Referral,1,0.883,1
LEAD_5661,Small,Finance,48,9,452,15,0,0,7,3,156,Social Media,1,0.7147,1
LEAD_5662,Large,Manufacturing,47,28,195,4,4,1,3,3,44,Social Media,1,0.6196,1
LEAD_5663,Medium,Healthcare,23,1,1476,13,2,4,4,1,10,Referral,1,0.99,1
LEAD_5664,Small,Technology,5,6,80,10,1,2,4,2,34,Paid Ad,0,0.4903,0
LEAD_5665,Small,Technology,8,5,953,6,6,3,8,3,68,Social Media,1,0.9346,1
LEAD_5666,Large,Education,2,12,1687,3,3,0,7,0,22,Social Media,0,0.5159,1
LEAD_5667,Small,Retail,11,24,1675,14,2,4,7,2,19,Referral,1,0.99,1
LEAD_5668,Medium,Finance,19,30,401,7,2,1,3,0,150,Website,0,0.4497,0
LEAD_5669,Medium,Retail,36,25,1675,4,1,1,3,2,33,Referral,0,0.5128,1
LEAD_5670,Enterprise,Education,10,27,1578,4,3,4,8,1,124,Event,1,0.9298,1
LEAD_5671,Medium,Manufacturing,31,21,375,8,2,1,7,1,76,Paid Ad,1,0.5392,1
LEAD_5672,Large,Finance,11,15,1012,10,8,4,8,3,32,Social Media,1,0.99,1
LEAD_5673,Medium,Healthcare,30,20,991,1,1,1,8,2,13,Paid Ad,0,0.9206,1
LEAD_5674,Large,Manufacturing,45,10,1138,7,6,5,7,1,16,Paid Ad,0,0.7837,1
LEAD_5675,Small,Education,10,23,277,0,0,2,7,0,162,Website,0,0.1935,0
LEAD_5676,Enterprise,Technology,6,21,488,13,3,2,3,0,1,Referral,1,0.722,1
LEAD_5677,Medium,Manufacturing,29,17,382,0,0,2,3,2,172,Website,0,0.3064,0
LEAD_5678,Enterprise,Manufacturing,9,3,501,7,7,2,1,3,111,Social Media,1,0.8135,1
LEAD_5679,Medium,Healthcare,8,7,639,11,7,0,8,0,127,Referral,1,0.3821,0
LEAD_5680,Medium,Retail,19,29,1002,8,5,2,3,0,150,Referral,0,0.5181,1
LEAD_5681,Small,Technology,46,12,867,7,4,3,4,1,138,Referral,0,0.565,1
LEAD_5682,Large,Manufacturing,39,16,1133,11,4,2,5,2,5,Event,1,0.8485,1
LEAD_5683,Enterprise,Education,39,26,87,8,8,0,6,0,103,Referral,0,0.4573,0
LEAD_5684,Large,Education,17,20,1448,7,7,1,3,0,143,Website,0,0.5866,1
LEAD_5685,Large,Retail,35,29,1532,9,0,4,4,0,159,Event,0,0.8498,1
LEAD_5686,Enterprise,Healthcare,32,20,1606,15,9,3,8,1,108,Social Media,1,0.7969,1
LEAD_5687,Medium,Technology,44,10,101,3,3,5,7,0,70,Social Media,0,0.7601,1
LEAD_5688,Medium,Manufacturing,24,9,1315,7,5,1,3,3,36,Website,1,0.9649,1
LEAD_5689,Enterprise,Finance,47,24,1011,6,2,5,5,2,68,Social Media,1,0.9636,1
LEAD_5690,Large,Healthcare,33,24,1515,12,2,1,1,1,159,Website,1,0.4624,0
LEAD_5691,Large,Retail,29,3,1049,0,0,3,4,2,44,Referral,1,0.8789,1
LEAD_5692,Small,Technology,15,7,630,7,6,4,4,3,74,Website,1,0.9423,1
LEAD_5693,Large,Technology,7,15,955,13,7,2,2,0,2,Website,0,0.8374,1
LEAD_5694,Small,Healthcare,9,20,1201,5,5,2,4,0,143,Social Media,0,0.2871,0
LEAD_5695,Enterprise,Retail,10,10,89,6,0,2,4,3,93,Paid Ad,0,0.6941,1
LEAD_5696,Large,Education,47,27,934,13,8,2,1,1,38,Referral,0,0.2663,0
LEAD_5697,Enterprise,Finance,5,28,258,5,5,4,2,1,131,Social Media,1,0.8514,1
LEAD_5698,Medium,Retail,27,24,1288,14,0,4,6,1,43,Social Media,1,0.579,1
LEAD_5699,Large,Manufacturing,15,4,1720,15,4,1,6,1,128,Event,1,0.321,0
LEAD_5700,Small,Education,41,16,386,4,2,4,3,0,78,Social Media,0,0.314,0
LEAD_5701,Medium,Manufacturing,33,11,457,15,10,4,3,0,77,Event,1,0.3953,0
LEAD_5702,Small,Education,48,25,353,2,2,2,6,3,166,Referral,1,0.5057,1
LEAD_5703,Enterprise,Finance,20,18,300,5,2,4,4,1,34,Website,1,0.99,1
LEAD_5704,Large,Finance,14,29,1517,11,7,4,1,2,142,Website,1,0.987,1
LEAD_5705,Large,Education,19,25,55,10,8,1,7,0,72,Paid Ad,1,0.8909,1
LEAD_5706,Small,Healthcare,26,26,519,0,0,0,0,2,94,Paid Ad,0,0.4031,0
LEAD_5707,Large,Healthcare,25,30,144,12,7,4,2,3,129,Event,1,0.5727,1
LEAD_5708,Small,Manufacturing,28,23,1292,13,3,0,5,3,122,Paid Ad,1,0.5743,1
LEAD_5709,Large,Education,32,17,1218,3,3,1,0,0,123,Social Media,0,0.3833,0
LEAD_5710,Small,Technology,4,29,708,0,0,5,8,1,94,Referral,1,0.5514,1
LEAD_5711,Small,Retail,5,22,1276,13,4,5,0,2,64,Event,1,0.4491,0
LEAD_5712,Small,Healthcare,8,1,846,2,2,5,5,1,16,Social Media,1,0.685,1
LEAD_5713,Medium,Healthcare,46,4,1451,5,1,5,4,2,23,Event,1,0.99,1
LEAD_5714,Enterprise,Technology,23,14,1598,1,1,1,7,3,22,Event,1,0.8121,1
LEAD_5715,Medium,Technology,21,26,280,5,5,5,3,1,36,Event,1,0.99,1
LEAD_5716,Small,Retail,15,16,1572,3,3,5,4,1,30,Referral,1,0.7259,1
LEAD_5717,Small,Education,4,24,295,7,4,4,6,1,176,Paid Ad,1,0.2634,0
LEAD_5718,Enterprise,Education,21,9,415,14,2,4,5,2,17,Event,0,0.8119,1
LEAD_5719,Medium,Technology,48,3,1537,3,3,4,7,1,102,Social Media,1,0.8532,1
LEAD_5720,Small,Technology,18,7,1078,12,5,1,6,2,22,Website,0,0.5357,1
LEAD_5721,Large,Finance,40,2,122,0,0,4,4,0,63,Event,0,0.6761,1
LEAD_5722,Enterprise,Healthcare,27,11,868,12,6,1,3,0,177,Event,0,0.521,1
LEAD_5723,Medium,Retail,14,4,1791,12,7,3,8,3,81,Event,1,0.9799,1
LEAD_5724,Enterprise,Healthcare,26,1,1460,12,2,2,1,0,69,Website,0,0.2135,0
LEAD_5725,Small,Education,30,24,617,11,4,3,6,3,46,Paid Ad,1,0.7387,1
LEAD_5726,Medium,Education,1,4,408,6,1,5,5,3,100,Event,1,0.9347,1
LEAD_5727,Medium,Education,25,25,72,13,4,4,6,1,31,Social Media,1,0.6385,1
LEAD_5728,Enterprise,Education,2,23,1152,3,2,2,1,0,56,Referral,0,0.5608,1
LEAD_5729,Enterprise,Technology,37,29,1734,8,1,3,8,2,16,Paid Ad,1,0.843,1
LEAD_5730,Medium,Retail,16,12,875,2,2,5,0,3,37,Website,1,0.9126,1
LEAD_5731,Small,Retail,21,4,252,13,8,0,3,0,67,Referral,0,0.4727,0
LEAD_5732,Enterprise,Healthcare,49,21,1230,4,4,0,2,3,68,Social Media,1,0.8381,1
LEAD_5733,Medium,Education,2,21,899,6,3,0,5,0,106,Event,1,0.0485,0
LEAD_5734,Medium,Technology,44,15,197,5,1,0,3,3,31,Website,0,0.4708,0
LEAD_5735,Medium,Manufacturing,30,24,256,10,3,5,4,3,25,Website,1,0.9445,1
LEAD_5736,Medium,Manufacturing,30,30,757,14,10,0,3,2,160,Event,1,0.3846,0
LEAD_5737,Enterprise,Retail,45,27,1523,10,0,0,7,2,72,Referral,0,0.5767,1
LEAD_5738,Large,Retail,6,29,1222,1,1,3,4,0,115,Website,1,0.3352,0
LEAD_5739,Large,Healthcare,20,2,1241,15,4,0,8,1,105,Event,1,0.9335,1
LEAD_5740,Medium,Retail,37,27,1180,3,3,4,8,3,20,Paid Ad,1,0.9436,1
LEAD_5741,Medium,Healthcare,50,3,640,12,5,4,2,3,159,Paid Ad,1,0.7041,1
LEAD_5742,Small,Manufacturing,6,8,87,12,1,1,1,1,106,Website,0,0.01,0
LEAD_5743,Enterprise,Retail,44,2,124,11,10,4,7,2,150,Referral,0,0.6836,1
LEAD_5744,Small,Technology,2,5,1647,0,0,3,6,2,2,Social Media,1,0.5335,1
LEAD_5745,Medium,Manufacturing,29,28,955,7,1,4,7,3,138,Referral,1,0.8316,1
LEAD_5746,Enterprise,Manufacturing,43,12,1315,5,1,0,6,1,105,Event,1,0.9238,1
LEAD_5747,Small,Manufacturing,43,20,1746,5,5,3,0,1,173,Social Media,0,0.3947,0
LEAD_5748,Enterprise,Finance,20,19,679,1,1,4,5,1,3,Event,1,0.99,1
LEAD_5749,Large,Technology,15,19,1682,6,6,2,0,1,118,Event,1,0.3544,0
LEAD_5750,Small,Healthcare,46,16,689,3,3,5,0,2,66,Paid Ad,1,0.7517,1
LEAD_5751,Small,Education,4,29,871,15,7,1,3,0,100,Referral,0,0.2739,0
LEAD_5752,Small,Finance,25,4,415,14,1,3,4,0,64,Paid Ad,1,0.835,1
LEAD_5753,Medium,Healthcare,30,1,114,1,1,0,1,3,148,Website,0,0.4391,0
LEAD_5754,Enterprise,Manufacturing,28,25,217,8,8,3,3,0,73,Website,1,0.3603,0
LEAD_5755,Small,Technology,17,15,776,15,5,1,1,2,165,Paid Ad,0,0.4983,0
LEAD_5756,Small,Technology,3,13,710,6,6,2,2,3,118,Social Media,0,0.3359,0
LEAD_5757,Enterprise,Healthcare,33,21,782,10,1,5,2,1,69,Social Media,1,0.8931,1
LEAD_5758,Enterprise,Technology,47,23,1239,6,4,3,7,2,164,Paid Ad,1,0.626,1
LEAD_5759,Small,Manufacturing,13,21,1628,12,10,1,6,3,45,Event,1,0.8985,1
LEAD_5760,Medium,Retail,35,15,939,3,1,1,7,0,98,Social Media,1,0.9062,1
LEAD_5761,Small,Finance,39,29,1184,1,1,5,7,2,84,Website,1,0.8187,1
LEAD_5762,Enterprise,Education,6,21,1724,5,0,4,1,1,64,Event,0,0.3915,0
LEAD_5763,Large,Manufacturing,28,1,225,6,3,2,8,2,173,Website,1,0.9822,1
LEAD_5764,Enterprise,Retail,28,16,620,13,7,0,4,3,24,Social Media,1,0.99,1
LEAD_5765,Medium,Retail,4,26,108,3,1,0,6,2,51,Event,0,0.387,0
LEAD_5766,Enterprise,Finance,36,10,110,12,1,3,3,1,129,Paid Ad,0,0.6729,1
LEAD_5767,Enterprise,Healthcare,44,27,1685,15,2,4,8,2,66,Social Media,1,0.99,1
LEAD_5768,Small,Manufacturing,39,22,235,13,2,0,5,1,154,Website,1,0.1933,0
LEAD_5769,Large,Technology,47,1,620,12,8,3,1,2,107,Paid Ad,0,0.8889,1
LEAD_5770,Enterprise,Education,29,3,687,11,10,2,6,2,4,Paid Ad,1,0.99,1
LEAD_5771,Large,Healthcare,3,12,1756,13,0,2,7,1,56,Social Media,1,0.6405,1
LEAD_5772,Medium,Technology,40,5,1185,0,0,3,7,0,180,Referral,1,0.8166,1
LEAD_5773,Large,Technology,8,21,1628,5,5,5,2,1,70,Social Media,1,0.7445,1
LEAD_5774,Small,Manufacturing,50,11,1409,5,5,3,1,0,61,Paid Ad,1,0.5292,1
LEAD_5775,Medium,Finance,50,12,767,2,2,2,3,1,118,Social Media,1,0.6051,1
LEAD_5776,Large,Technology,15,17,157,15,8,3,8,2,17,Social Media,1,0.805,1
LEAD_5777,Large,Finance,33,7,1113,12,6,2,7,0,164,Paid Ad,1,0.3777,0
LEAD_5778,Large,Finance,13,19,687,10,6,2,2,1,59,Social Media,0,0.8214,1
LEAD_5779,Small,Retail,12,5,1690,11,8,0,3,3,34,Referral,1,0.5478,1
LEAD_5780,Medium,Education,27,27,634,10,6,4,1,3,82,Website,0,0.6679,1
LEAD_5781,Medium,Education,25,14,303,4,0,3,3,1,103,Referral,1,0.3818,0
LEAD_5782,Enterprise,Healthcare,39,30,605,11,4,1,5,1,64,Social Media,1,0.4132,0
LEAD_5783,Small,Healthcare,16,2,1701,2,2,4,5,3,162,Event,1,0.6385,1
LEAD_5784,Large,Healthcare,43,22,1273,6,0,5,5,0,175,Social Media,1,0.6683,1
LEAD_5785,Enterprise,Technology,29,22,1129,2,2,4,2,0,135,Paid Ad,0,0.9011,1
LEAD_5786,Large,Finance,49,21,1653,11,10,3,4,3,68,Social Media,1,0.99,1
LEAD_5787,Small,Manufacturing,25,13,426,2,2,5,4,2,157,Website,1,0.5816,1
LEAD_5788,Medium,Manufacturing,29,10,1157,14,1,3,4,2,89,Referral,1,0.7888,1
LEAD_5789,Small,Technology,22,7,530,3,3,2,0,0,120,Social Media,1,0.1433,0
LEAD_5790,Small,Healthcare,37,15,832,11,10,0,0,0,123,Social Media,0,0.4066,0
LEAD_5791,Medium,Retail,38,15,1060,11,7,5,0,2,124,Website,1,0.8618,1
LEAD_5792,Small,Healthcare,10,26,751,4,4,5,6,2,150,Event,1,0.4202,0
LEAD_5793,Small,Technology,30,25,607,9,3,0,3,1,6,Website,1,0.2951,0
LEAD_5794,Large,Technology,36,13,1478,9,2,1,3,2,151,Social Media,0,0.6604,1
LEAD_5795,Enterprise,Education,11,10,1683,15,5,2,8,1,158,Paid Ad,1,0.929,1
LEAD_5796,Medium,Healthcare,11,25,886,14,2,2,3,3,24,Social Media,1,0.7109,1
LEAD_5797,Enterprise,Retail,16,22,219,5,5,0,1,2,65,Event,1,0.8512,1
LEAD_5798,Small,Technology,22,5,1441,10,0,1,0,0,102,Event,0,0.1086,0
LEAD_5799,Small,Retail,16,26,224,6,5,4,0,2,177,Referral,1,0.6104,1
LEAD_5800,Enterprise,Manufacturing,6,3,1444,3,0,2,1,2,88,Website,1,0.3515,0
LEAD_5801,Enterprise,Healthcare,50,22,920,6,5,5,1,0,74,Social Media,1,0.7328,1
LEAD_5802,Large,Manufacturing,23,7,1302,7,1,1,8,2,96,Social Media,1,0.7634,1
LEAD_5803,Large,Finance,27,11,699,7,2,1,2,3,59,Referral,1,0.99,1
LEAD_5804,Large,Technology,41,28,298,4,4,3,5,1,139,Event,0,0.4572,0
LEAD_5805,Small,Finance,43,4,346,4,4,1,0,2,148,Event,1,0.2518,0
LEAD_5806,Large,Education,46,3,1476,6,2,1,0,3,19,Paid Ad,1,0.869,1
LEAD_5807,Large,Manufacturing,38,30,346,9,8,4,1,2,156,Referral,1,0.8734,1
LEAD_5808,Medium,Finance,5,9,367,12,4,4,4,3,177,Referral,1,0.6333,1
LEAD_5809,Small,Healthcare,7,27,152,15,8,1,4,3,26,Referral,1,0.5299,1
LEAD_5810,Large,Education,44,11,1658,4,4,1,6,0,21,Social Media,0,0.3771,0
LEAD_5811,Enterprise,Manufacturing,31,25,47,1,1,5,0,2,50,Event,1,0.99,1
LEAD_5812,Small,Healthcare,44,13,1289,11,4,3,0,3,104,Event,1,0.3939,0
LEAD_5813,Large,Retail,28,4,260,1,1,1,5,0,76,Website,1,0.6067,1
LEAD_5814,Medium,Education,11,14,1266,14,10,0,7,1,45,Event,1,0.6068,1
LEAD_5815,Medium,Retail,5,21,701,14,0,0,6,1,155,Event,0,0.3087,0
LEAD_5816,Small,Technology,9,22,286,15,4,3,3,0,155,Website,0,0.3024,0
LEAD_5817,Large,Finance,44,16,530,2,2,2,5,3,145,Website,1,0.8831,1
LEAD_5818,Enterprise,Healthcare,11,13,220,8,2,1,0,3,154,Referral,0,0.5232,1
LEAD_5819,Small,Retail,10,5,1496,1,1,0,5,1,65,Paid Ad,0,0.3424,0
LEAD_5820,Medium,Healthcare,41,20,1783,12,0,3,0,2,26,Website,1,0.496,0
LEAD_5821,Small,Finance,8,11,688,6,6,1,1,3,31,Website,0,0.6984,1
LEAD_5822,Medium,Technology,11,26,359,6,6,5,7,3,79,Website,1,0.99,1
LEAD_5823,Medium,Technology,47,19,1503,4,3,5,7,0,125,Website,1,0.739,1
LEAD_5824,Enterprise,Technology,38,20,1244,7,1,4,6,2,16,Website,1,0.99,1
LEAD_5825,Small,Healthcare,49,24,1370,7,7,2,2,3,150,Referral,1,0.6794,1
LEAD_5826,Enterprise,Technology,20,8,1588,3,3,4,8,1,10,Website,1,0.9415,1
LEAD_5827,Small,Technology,40,7,1073,15,8,4,1,1,147,Paid Ad,1,0.5945,1
LEAD_5828,Medium,Healthcare,38,16,340,6,6,0,2,1,109,Paid Ad,1,0.45,0
LEAD_5829,Large,Retail,38,27,1566,12,4,3,1,2,166,Paid Ad,1,0.3952,0
LEAD_5830,Medium,Finance,30,25,1751,12,0,0,7,2,63,Paid Ad,0,0.947,1
LEAD_5831,Small,Healthcare,35,19,33,14,10,1,3,0,38,Referral,1,0.4657,0
LEAD_5832,Large,Technology,10,27,41,8,8,1,5,3,63,Website,1,0.9487,1
LEAD_5833,Enterprise,Education,38,1,1231,1,1,4,3,3,145,Paid Ad,1,0.9315,1
LEAD_5834,Medium,Manufacturing,30,27,71,0,0,3,2,2,148,Website,1,0.2553,0
LEAD_5835,Large,Manufacturing,12,13,193,9,2,2,1,2,167,Paid Ad,1,0.3441,0
LEAD_5836,Medium,Retail,14,28,445,7,1,4,3,1,62,Event,0,0.5659,1
LEAD_5837,Enterprise,Retail,2,29,1276,6,6,1,2,1,16,Event,1,0.1851,0
LEAD_5838,Small,Retail,32,12,1361,5,0,0,8,3,10,Paid Ad,1,0.7773,1
LEAD_5839,Large,Healthcare,19,20,1260,12,9,0,6,2,43,Social Media,1,0.9036,1
LEAD_5840,Small,Healthcare,6,5,165,8,5,2,6,3,75,Paid Ad,1,0.916,1
LEAD_5841,Medium,Technology,1,18,74,11,0,5,8,0,67,Social Media,1,0.762,1
LEAD_5842,Large,Finance,14,3,696,6,6,1,2,2,42,Paid Ad,1,0.5576,1
LEAD_5843,Enterprise,Retail,5,14,1603,0,0,0,7,2,174,Social Media,0,0.1046,0
LEAD_5844,Large,Healthcare,40,19,212,11,7,4,5,3,17,Paid Ad,1,0.9578,1
LEAD_5845,Medium,Technology,49,23,1609,15,8,4,4,0,40,Paid Ad,1,0.5165,1
LEAD_5846,Enterprise,Healthcare,18,8,1103,10,3,4,0,2,52,Event,1,0.7657,1
LEAD_5847,Medium,Retail,27,17,1123,3,3,0,8,2,13,Social Media,1,0.7325,1
LEAD_5848,Small,Retail,29,14,755,4,4,0,7,1,128,Referral,1,0.6565,1
LEAD_5849,Small,Education,22,27,1099,13,9,0,5,0,50,Paid Ad,0,0.5607,1
LEAD_5850,Small,Education,11,18,518,15,9,0,0,0,39,Referral,0,0.1428,0
LEAD_5851,Enterprise,Education,38,30,485,10,8,4,4,2,174,Social Media,1,0.9085,1
LEAD_5852,Large,Manufacturing,18,25,1452,3,3,1,2,1,140,Website,0,0.01,0
LEAD_5853,Medium,Retail,18,24,1442,8,0,3,0,3,115,Website,1,0.5077,1
LEAD_5854,Medium,Manufacturing,13,26,1274,12,8,3,6,3,26,Referral,1,0.99,1
LEAD_5855,Medium,Technology,14,21,143,14,5,0,5,3,15,Paid Ad,1,0.99,1
LEAD_5856,Small,Finance,40,17,113,14,8,0,2,0,103,Social Media,0,0.5788,1
LEAD_5857,Small,Technology,36,21,1594,5,5,2,0,0,59,Paid Ad,1,0.5282,1
LEAD_5858,Medium,Healthcare,14,9,952,3,3,0,3,2,168,Social Media,0,0.7118,1
LEAD_5859,Medium,Retail,48,26,562,12,8,0,6,1,2,Referral,0,0.8961,1
LEAD_5860,Enterprise,Technology,23,16,1642,2,2,0,6,1,77,Event,1,0.6841,1
