date,campaign_id,campaign_name,campaign_type,channel,region,impressions,clicks,conversions,spend,revenue,day_of_week,month,quarter,year,ctr,conversion_rate,cpc,cpa,roas
17/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,25471,979,47,0,148502.64,Wednesday,April,Q2,2024,3.84,4.8,0,0,0
18/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,15967,574,25,0,78408.79,Thursday,April,Q2,2024,3.59,4.36,0,0,0
19/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,13672,541,26,0,60649.3,Friday,April,Q2,2024,3.96,4.81,0,0,0
20/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,15301,584,27,0,72931.65,Saturday,April,Q2,2024,3.82,4.62,0,0,0
21/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,8792,269,10,0,25751.86,Sunday,April,Q2,2024,3.06,3.72,0,0,0
22/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,7674,357,20,0,67008.69,Monday,April,Q2,2024,4.65,5.6,0,0,0
23/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,13676,594,32,0,89343.51,Tuesday,April,Q2,2024,4.34,5.39,0,0,0
24/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,20914,811,39,0,57736.44,Wednesday,April,Q2,2024,3.88,4.81,0,0,0
25/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,15582,624,31,0,84752.94,Thursday,April,Q2,2024,4,4.97,0,0,0
26/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,22374,811,36,0,90473.08,Friday,April,Q2,2024,3.62,4.44,0,0,0
27/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,36781,1670,94,0,307558.62,Saturday,April,Q2,2024,4.54,5.63,0,0,0
28/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,19992,921,53,0,192691.73,Sunday,April,Q2,2024,4.61,5.75,0,0,0
29/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,12353,500,25,0,32060.74,Monday,April,Q2,2024,4.05,5,0,0,0
30/04/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,20887,903,48,0,120029.67,Tuesday,April,Q2,2024,4.32,5.32,0,0,0
01/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,8478,343,17,0,60698.17,Wednesday,May,Q2,2024,4.05,4.96,0,0,0
02/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,24193,864,38,0,111039.22,Thursday,May,Q2,2024,3.57,4.4,0,0,0
03/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,9886,382,18,0,52372.05,Friday,May,Q2,2024,3.86,4.71,0,0,0
04/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,31075,1256,63,0,183571.87,Saturday,May,Q2,2024,4.04,5.02,0,0,0
05/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,20835,803,38,0,106168.7,Sunday,May,Q2,2024,3.85,4.73,0,0,0
06/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,13349,524,25,0,42300.09,Monday,May,Q2,2024,3.93,4.77,0,0,0
07/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,6789,269,13,0,28851.72,Tuesday,May,Q2,2024,3.96,4.83,0,0,0
08/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,11224,446,22,0,39618.39,Wednesday,May,Q2,2024,3.97,4.93,0,0,0
09/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,15923,639,32,0,103723.56,Thursday,May,Q2,2024,4.01,5.01,0,0,0
10/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,21234,777,35,0,68312.85,Friday,May,Q2,2024,3.66,4.5,0,0,0
11/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,29014,1093,51,0,110017.45,Saturday,May,Q2,2024,3.77,4.67,0,0,0
12/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,13286,476,21,0,77444.96,Sunday,May,Q2,2024,3.58,4.41,0,0,0
13/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,30495,1315,70,0,195070.83,Monday,May,Q2,2024,4.31,5.32,0,0,0
14/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,20304,675,28,0,89085.24,Tuesday,May,Q2,2024,3.32,4.15,0,0,0
15/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,18378,802,43,0,138819.58,Wednesday,May,Q2,2024,4.36,5.36,0,0,0
16/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,30888,1372,76,0,129289.2,Thursday,May,Q2,2024,4.44,5.54,0,0,0
17/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,12007,468,22,0,64273.77,Friday,May,Q2,2024,3.9,4.7,0,0,0
18/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,15351,486,19,0,51200,Saturday,May,Q2,2024,3.17,3.91,0,0,0
19/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,17470,678,32,0,52790.43,Sunday,May,Q2,2024,3.88,4.72,0,0,0
20/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,25761,1025,50,0,113625.54,Monday,May,Q2,2024,3.98,4.88,0,0,0
21/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,19213,706,32,0,74565.03,Tuesday,May,Q2,2024,3.67,4.53,0,0,0
22/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,19478,747,35,0,29810.93,Wednesday,May,Q2,2024,3.84,4.69,0,0,0
23/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,17273,775,43,0,102152.25,Thursday,May,Q2,2024,4.49,5.55,0,0,0
24/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,28639,1206,63,0,173963.64,Friday,May,Q2,2024,4.21,5.22,0,0,0
25/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,21632,801,37,0,109056.41,Saturday,May,Q2,2024,3.7,4.62,0,0,0
26/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,26560,926,40,0,145099.15,Sunday,May,Q2,2024,3.49,4.32,0,0,0
27/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,11745,457,22,0,43222.25,Monday,May,Q2,2024,3.89,4.81,0,0,0
28/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,18343,721,35,0,71386.7,Tuesday,May,Q2,2024,3.93,4.85,0,0,0
29/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,10753,447,23,0,79699.69,Wednesday,May,Q2,2024,4.16,5.15,0,0,0
30/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,7390,282,13,0,41172.95,Thursday,May,Q2,2024,3.82,4.61,0,0,0
31/05/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,11556,481,25,0,64685.58,Friday,May,Q2,2024,4.16,5.2,0,0,0
01/06/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,11023,509,29,0,77770.26,Saturday,June,Q2,2024,4.62,5.7,0,0,0
02/06/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,24985,1064,56,0,144086.1,Sunday,June,Q2,2024,4.26,5.26,0,0,0
03/06/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,18018,717,35,0,94146.67,Monday,June,Q2,2024,3.98,4.88,0,0,0
04/06/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,21159,833,41,0,52179.32,Tuesday,June,Q2,2024,3.94,4.92,0,0,0
05/06/2024,CMP_1031,Seasonal Sale - Organic Search - Central - Q4,Seasonal Sale,Organic Search,Central,13264,515,25,0,57477.78,Wednesday,June,Q2,2024,3.88,4.85,0,0,0
22/01/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,57840,1650,103,54225.26,312948.46,Sunday,January,Q1,2023,2.85,6.24,32.86,526.46,5.77
23/01/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,78081,1805,91,43920.75,243106.73,Monday,January,Q1,2023,2.31,5.04,24.33,482.65,5.54
24/01/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,84895,2133,117,47753.9,289451.46,Tuesday,January,Q1,2023,2.51,5.49,22.39,408.15,6.06
25/01/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,84956,2136,118,47787.95,279989.46,Wednesday,January,Q1,2023,2.51,5.52,22.37,404.98,5.86
26/01/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,79353,1864,96,44636.21,338634.86,Thursday,January,Q1,2023,2.35,5.15,23.95,464.96,7.59
27/01/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,70531,1472,67,39673.73,130236.5,Friday,January,Q1,2023,2.09,4.55,26.95,592.15,3.28
28/01/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,52626,1366,78,49336.96,301149.27,Saturday,January,Q1,2023,2.6,5.71,36.12,632.53,6.1
29/01/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,50291,1248,68,47148.46,125314.71,Sunday,January,Q1,2023,2.48,5.45,37.78,693.36,2.66
30/01/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,89506,2371,138,50347.29,190584.62,Monday,January,Q1,2023,2.65,5.82,21.23,364.84,3.79
31/01/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,79030,1849,95,44454.87,259124.57,Tuesday,January,Q1,2023,2.34,5.14,24.04,467.95,5.83
01/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,96807,2774,174,54454.27,287607.75,Wednesday,February,Q1,2023,2.87,6.27,19.63,312.96,5.28
02/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,75553,1690,83,42498.94,291487.71,Thursday,February,Q1,2023,2.24,4.91,25.15,512.04,6.86
03/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,101784,3067,203,57253.99,740516.19,Friday,February,Q1,2023,3.01,6.62,18.67,282.04,12.93
04/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,40037,791,34,37535.43,52891.24,Saturday,February,Q1,2023,1.98,4.3,47.45,1103.98,1.41
05/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,53305,1402,81,49974.14,208664.43,Sunday,February,Q1,2023,2.63,5.78,35.64,616.96,4.18
06/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,89254,2358,137,50205.89,305970.57,Monday,February,Q1,2023,2.64,5.81,21.29,366.47,6.09
07/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,76376,1727,85,42961.84,150581.32,Tuesday,February,Q1,2023,2.26,4.92,24.88,505.43,3.51
08/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,88737,2331,134,49915,246812.29,Wednesday,February,Q1,2023,2.63,5.75,21.41,372.5,4.94
09/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,97402,2808,178,54788.82,418402.04,Thursday,February,Q1,2023,2.88,6.34,19.51,307.8,7.64
10/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,61975,1137,45,34861.31,44554.79,Friday,February,Q1,2023,1.83,3.96,30.66,774.7,1.28
11/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,53719,1423,82,50361.56,245376.01,Saturday,February,Q1,2023,2.65,5.76,35.39,614.17,4.87
12/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,35504,622,23,33285.66,63535.99,Sunday,February,Q1,2023,1.75,3.7,53.51,1447.2,1.91
13/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,74652,1650,80,41992.31,170653.23,Monday,February,Q1,2023,2.21,4.85,25.45,524.9,4.06
14/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,100945,3016,198,56781.65,486062.84,Tuesday,February,Q1,2023,2.99,6.56,18.83,286.78,8.56
15/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,78542,1826,93,44180.26,241233.69,Wednesday,February,Q1,2023,2.32,5.09,24.2,475.06,5.46
16/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,72543,1558,73,40805.58,239707.06,Thursday,February,Q1,2023,2.15,4.69,26.19,558.98,5.87
17/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,82431,2011,107,46368,311299.72,Friday,February,Q1,2023,2.44,5.32,23.06,433.35,6.71
18/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,63234,1973,135,59282.26,485484.21,Saturday,February,Q1,2023,3.12,6.84,30.05,439.13,8.19
19/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,39526,770,33,37056.41,24511.82,Sunday,February,Q1,2023,1.95,4.29,48.13,1122.92,0.66
20/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,73785,1611,77,41504.17,128801.21,Monday,February,Q1,2023,2.18,4.78,25.76,539.02,3.1
21/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,99610,2937,190,56030.82,293672.11,Tuesday,February,Q1,2023,2.95,6.47,19.08,294.9,5.24
22/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,103260,3156,212,58084.2,452203.68,Wednesday,February,Q1,2023,3.06,6.72,18.4,273.98,7.79
23/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,83389,2058,111,46906.64,273798.1,Thursday,February,Q1,2023,2.47,5.39,22.79,422.58,5.84
24/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,71882,1529,71,40434.12,80680.5,Friday,February,Q1,2023,2.13,4.64,26.44,569.49,2
25/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,63404,1983,136,59441.49,195491.88,Saturday,February,Q1,2023,3.13,6.86,29.98,437.07,3.29
26/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,60355,1797,117,56583.74,227609.76,Sunday,February,Q1,2023,2.98,6.51,31.49,483.62,4.02
27/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,91317,2468,146,51365.83,328788.62,Monday,February,Q1,2023,2.7,5.92,20.81,351.82,6.4
28/02/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,76205,1719,85,42865.83,143894.67,Tuesday,February,Q1,2023,2.26,4.94,24.94,504.3,3.36
01/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,72992,1814,99,41058,358962.36,Wednesday,March,Q1,2023,2.49,5.46,22.63,414.73,8.74
02/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,72011,1765,95,40506.24,319503.8,Thursday,March,Q1,2023,2.45,5.38,22.95,426.38,7.89
03/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,76339,1984,113,42940.74,180578.14,Friday,March,Q1,2023,2.6,5.7,21.64,380.01,4.21
04/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,51725,1518,98,48492.34,216300.77,Saturday,March,Q1,2023,2.93,6.46,31.94,494.82,4.46
05/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,48703,1346,81,45659.5,158554.79,Sunday,March,Q1,2023,2.76,6.02,33.92,563.7,3.47
06/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,63931,1391,66,35961.39,110464.94,Monday,March,Q1,2023,2.18,4.74,25.85,544.87,3.07
07/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,85552,2492,159,48123.08,157793.52,Tuesday,March,Q1,2023,2.91,6.38,19.31,302.66,3.28
08/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,76182,1976,112,42852.92,157459.95,Wednesday,March,Q1,2023,2.59,5.67,21.69,382.62,3.67
09/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,79477,2150,127,44706.18,422551.29,Thursday,March,Q1,2023,2.71,5.91,20.79,352.02,9.45
10/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,86345,2538,164,48569.35,314639.68,Friday,March,Q1,2023,2.94,6.46,19.14,296.15,6.48
11/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,38177,827,39,35791.87,157719.38,Saturday,March,Q1,2023,2.17,4.72,43.28,917.74,4.41
12/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,43865,1091,59,41123.44,145696.87,Sunday,March,Q1,2023,2.49,5.41,37.69,697.01,3.54
13/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,68741,1608,82,38667.05,125825.83,Monday,March,Q1,2023,2.34,5.1,24.05,471.55,3.25
14/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,59609,1209,53,33530.5,163928.54,Tuesday,March,Q1,2023,2.03,4.38,27.73,632.65,4.89
15/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,76478,1991,114,43019.34,322122.46,Wednesday,March,Q1,2023,2.6,5.73,21.61,377.36,7.49
16/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,95553,3108,222,53748.58,415630.35,Thursday,March,Q1,2023,3.25,7.14,17.29,242.11,7.73
17/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,57211,1114,47,32181.35,120251.43,Friday,March,Q1,2023,1.95,4.22,28.89,684.71,3.74
18/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,43883,1092,59,41141.01,206685.03,Saturday,March,Q1,2023,2.49,5.4,37.67,697.31,5.02
19/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,47440,1277,75,44475.61,133845.38,Sunday,March,Q1,2023,2.69,5.87,34.83,593.01,3.01
20/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,74508,1890,105,41910.99,337556.95,Monday,March,Q1,2023,2.54,5.56,22.18,399.15,8.05
21/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,72427,1786,96,40740.32,237528.75,Tuesday,March,Q1,2023,2.47,5.38,22.81,424.38,5.83
22/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,61976,1307,60,34861.93,104677.08,Wednesday,March,Q1,2023,2.11,4.59,26.67,581.03,3
23/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,75475,1939,109,42454.72,61214.02,Thursday,March,Q1,2023,2.57,5.62,21.9,389.49,1.44
24/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,66756,1517,75,37550.39,232321.34,Friday,March,Q1,2023,2.27,4.94,24.75,500.67,6.19
25/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,32477,598,24,30447.49,65099.97,Saturday,March,Q1,2023,1.84,4.01,50.92,1268.65,2.14
26/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,50369,1439,90,47221.54,225023.51,Sunday,March,Q1,2023,2.86,6.25,32.82,524.68,4.77
27/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,81868,2282,139,46050.88,343165.89,Monday,March,Q1,2023,2.79,6.09,20.18,331.3,7.45
28/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,73879,1858,102,41557.04,269449.07,Tuesday,March,Q1,2023,2.51,5.49,22.37,407.42,6.48
29/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,75442,1937,109,42436.32,393668.88,Wednesday,March,Q1,2023,2.57,5.63,21.91,389.32,9.28
30/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,82889,2339,145,46625.45,545530.45,Thursday,March,Q1,2023,2.82,6.2,19.93,321.55,11.7
31/03/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,75400,1935,109,42412.85,523812.89,Friday,March,Q1,2023,2.57,5.63,21.92,389.11,12.35
01/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,48833,1353,82,45781.42,212807.58,Saturday,April,Q2,2023,2.77,6.06,33.84,558.31,4.65
02/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,42481,1024,54,39826.64,143236.77,Sunday,April,Q2,2023,2.41,5.27,38.89,737.53,3.6
03/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,84983,2459,156,47803.35,495899.33,Monday,April,Q2,2023,2.89,6.34,19.44,306.43,10.37
04/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,76250,1979,113,42890.85,311704.28,Tuesday,April,Q2,2023,2.6,5.71,21.67,379.57,7.27
05/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,75133,1922,108,42262.74,64860.72,Wednesday,April,Q2,2023,2.56,5.62,21.99,391.32,1.53
06/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,62233,1318,61,35006.42,200546.66,Thursday,April,Q2,2023,2.12,4.63,26.56,573.88,5.73
07/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,75952,1964,111,42723.19,98572.56,Friday,April,Q2,2023,2.59,5.65,21.75,384.89,2.31
08/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,39656,892,44,37177.73,64340.52,Saturday,April,Q2,2023,2.25,4.93,41.68,844.95,1.73
09/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,40680,939,47,38137.59,114040.1,Sunday,April,Q2,2023,2.31,5.01,40.62,811.44,2.99
10/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,66239,1493,74,37259.9,161275.6,Monday,April,Q2,2023,2.25,4.96,24.96,503.51,4.33
11/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,64029,1395,66,36016.61,154780.04,Tuesday,April,Q2,2023,2.18,4.73,25.82,545.71,4.3
12/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,92145,2890,199,51831.62,407605.79,Wednesday,April,Q2,2023,3.14,6.89,17.93,260.46,7.86
13/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,85154,2468,157,47899.28,410534.01,Thursday,April,Q2,2023,2.9,6.36,19.41,305.09,8.57
14/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,90344,2779,188,50818.57,440307.76,Friday,April,Q2,2023,3.08,6.77,18.29,270.31,8.66
15/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,37589,801,37,35240.19,154368.77,Saturday,April,Q2,2023,2.13,4.62,44,952.44,4.38
16/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,44431,1120,62,41654.14,155034.31,Sunday,April,Q2,2023,2.52,5.54,37.19,671.84,3.72
17/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,62027,1309,60,34890.22,186934.54,Monday,April,Q2,2023,2.11,4.58,26.65,581.5,5.36
18/04/2023,CMP_1032,Brand Awareness - LinkedIn - East - Q1,Brand Awareness,LinkedIn,East,67294,1541,77,37853.05,167607.71,Tuesday,April,Q2,2023,2.29,5,24.56,491.6,4.43
