customer_id,gender,age,age_group,income,income_bracket,region,city_tier,customer_segment,acquisition_channel,tenure_months,lifetime_value,total_purchases,avg_order_value,last_purchase_days,email_open_rate,website_visits_monthly,app_sessions_monthly,support_tickets,satisfaction_score,nps_category,is_churned,churn_probability
CUST_12509,Other,36,36-45,106353,High,North,Tier 3,New,Organic,3,481,0,481,41,0.051,2,7,1,4.05,Passive,0,0.179
CUST_12510,Female,21,18-25,61326,Medium,North,Tier 1,Regular,Organic,2,816,5,163.2,34,0.186,7,16,2,3.72,Passive,0,0.106
CUST_12511,Female,26,26-35,69264,Medium,West,Tier 1,Regular,Social Media,32,7747,50,154.94,22,0.278,5,8,0,4.4,Passive,0,0.028
CUST_12512,Male,33,26-35,72772,Medium,West,Tier 2,Churned,Partner,35,840,6,140,243,0.184,0,11,5,1.58,Detractor,1,1
CUST_12513,Female,43,36-45,121786,High,Central,Tier 1,Regular,Organic,18,14447,33,437.79,58,0.276,5,5,3,2.79,Detractor,0,0.219
CUST_12514,Male,26,26-35,66945,Medium,Central,Tier 1,Regular,Referral,42,20401,58,351.74,14,0.273,4,14,3,2.95,Detractor,0,0.166
CUST_12515,Female,41,36-45,64961,Medium,West,Tier 1,Budget,Referral,23,4120,15,274.67,7,0.038,0,10,2,3.26,Detractor,0,0.18
CUST_12516,Other,28,26-35,55340,Medium,Central,Tier 1,Budget,Social Media,1,238,0,238,22,0.2,1,14,2,3.32,Detractor,0,0.186
CUST_12517,Male,34,26-35,102011,High,South,Tier 2,Regular,Offline Event,21,15845,17,932.06,32,0.34,10,15,3,2.93,Detractor,0,0.184
CUST_12518,Male,24,18-25,50112,Medium,Central,Tier 3,Budget,Paid Search,54,7988,71,112.51,5,0.262,1,16,0,3.07,Detractor,0,0.197
CUST_12519,Female,19,18-25,63364,Medium,North,Tier 3,Regular,Social Media,57,9789,124,78.94,29,0.277,2,14,0,3.66,Passive,0,0.108
CUST_12520,Female,23,18-25,61480,Medium,West,Tier 3,New,Referral,6,822,1,822,83,0.263,1,16,0,4.03,Passive,0,0.215
CUST_12521,Other,32,26-35,151993,High,East,Tier 3,Premium,Social Media,59,143578,202,710.78,23,0.217,34,1,0,3.72,Passive,0,0
CUST_12522,Other,19,18-25,88094,Medium,West,Tier 3,Regular,Social Media,36,22665,40,566.62,89,0.328,2,13,3,2.91,Detractor,0,0.233
CUST_12523,Female,29,26-35,33249,Low,Central,Tier 1,New,Social Media,6,339,1,339,61,0.301,3,16,0,3.89,Passive,1,0.211
CUST_12524,Other,21,18-25,77575,Medium,North,Tier 2,New,Partner,3,396,2,198,88,0.267,0,13,1,3.76,Passive,0,0.247
CUST_12525,Female,36,36-45,154291,High,West,Tier 2,Premium,Offline Event,10,34940,61,572.79,15,0.135,27,9,3,3.82,Passive,0,0
CUST_12526,Male,34,26-35,98391,Medium,Central,Tier 1,Regular,Organic,11,7986,10,798.6,31,0.183,4,11,3,3.64,Passive,0,0.111
CUST_12527,Male,27,26-35,175503,High,South,Tier 3,Premium,Referral,17,32295,29,1113.62,12,0.323,13,15,1,4.22,Passive,0,0
CUST_12528,Male,33,26-35,169262,High,East,Tier 2,Premium,Offline Event,11,15278,27,565.85,15,0.048,16,12,2,3.31,Detractor,0,0.031
CUST_12529,Male,34,26-35,80978,Medium,West,Tier 3,Regular,Social Media,60,36192,39,928,13,0.271,0,10,3,3.37,Detractor,0,0.124
CUST_12530,Male,19,18-25,60337,Medium,North,Tier 2,New,Referral,5,434,2,217,6,0.339,1,8,0,4.27,Passive,0,0.128
CUST_12531,Male,44,36-45,36454,Low,Central,Tier 2,Budget,Paid Search,44,6477,25,259.08,9,0.111,1,5,2,2.65,Detractor,0,0.242
CUST_12532,Female,44,36-45,52984,Medium,Central,Tier 2,Budget,Paid Search,5,800,2,400,49,0.481,2,2,3,2.84,Detractor,0,0.256
CUST_12533,Male,35,26-35,70745,Medium,Central,Tier 1,Regular,Paid Search,6,1830,16,114.38,20,0.193,2,4,2,3.36,Detractor,1,0.13
CUST_12534,Male,27,26-35,74741,Medium,Central,Tier 3,Regular,Social Media,37,10576,25,423.04,37,0.173,4,13,3,3.51,Passive,0,0.129
CUST_12535,Female,24,18-25,77741,Medium,South,Tier 3,Regular,Social Media,9,6069,8,758.62,63,0.314,0,13,2,3.47,Detractor,0,0.155
CUST_12536,Other,25,18-25,118789,High,South,Tier 1,New,Referral,2,237,0,237,26,0.221,1,14,2,3.67,Passive,1,0.204
CUST_12537,Female,18,18-25,69207,Medium,Central,Tier 2,New,Paid Search,5,644,2,322,2,0.148,1,10,0,3.79,Passive,1,0.173
CUST_12538,Male,32,26-35,51641,Medium,South,Tier 2,New,Social Media,5,278,2,139,86,0.256,2,13,2,4.03,Passive,0,0.218
CUST_12539,Female,34,26-35,45505,Low,North,Tier 3,Budget,Offline Event,51,4667,41,113.83,67,0.337,2,8,1,3.63,Passive,0,0.192
CUST_12540,Other,18,18-25,52737,Medium,Central,Tier 3,Budget,Social Media,50,5334,39,136.77,81,0.213,3,16,2,3.36,Detractor,0,0.23
CUST_12541,Female,18,18-25,40445,Low,South,Tier 3,New,Organic,4,302,0,302,87,0.162,0,13,0,4.03,Passive,0,0.219
CUST_12542,Male,34,26-35,46272,Low,East,Tier 2,Budget,Paid Search,57,9467,16,591.69,72,0.281,3,11,2,3.42,Detractor,0,0.217
CUST_12543,Female,44,36-45,125323,High,Central,Tier 3,Regular,Referral,45,20098,126,159.51,17,0.283,0,0,1,3.86,Passive,0,0.078
CUST_12544,Male,23,18-25,90671,Medium,North,Tier 2,New,Social Media,5,1155,0,1155,47,0.262,0,10,2,3.22,Detractor,0,0.267
CUST_12545,Female,20,18-25,77416,Medium,South,Tier 2,Budget,Social Media,54,15476,41,377.46,11,0.349,1,9,3,3.12,Detractor,0,0.197
CUST_12546,Other,21,18-25,59851,Medium,East,Tier 2,Budget,Referral,18,4930,15,328.67,53,0.49,3,16,1,3.14,Detractor,0,0.229
CUST_12547,Other,43,36-45,106481,High,Central,Tier 3,Regular,Paid Search,40,36913,57,647.6,37,0.304,5,8,3,3.21,Detractor,0,0.16
CUST_12548,Female,35,26-35,168858,High,North,Tier 3,Premium,Organic,12,35392,74,478.27,19,0.042,14,10,0,3.94,Passive,0,0
CUST_12549,Female,18,18-25,46206,Low,South,Tier 3,Budget,Referral,1,104,1,104,4,0.211,3,13,0,3.59,Passive,0,0.144
CUST_12550,Male,38,36-45,98029,Medium,East,Tier 3,Regular,Paid Search,27,21119,20,1055.95,76,0,5,10,1,3.17,Detractor,0,0.196
CUST_12551,Male,18,18-25,50847,Medium,South,Tier 1,Regular,Social Media,11,4111,27,152.26,76,0.226,6,20,3,3.37,Detractor,0,0.176
CUST_12552,Male,27,26-35,90633,Medium,East,Tier 2,Regular,Referral,14,8997,26,346.04,2,0.192,0,8,2,2.96,Detractor,0,0.156
CUST_12553,Male,37,36-45,90995,Medium,West,Tier 1,Regular,Organic,49,39762,59,673.93,7,0.24,3,9,3,3.26,Detractor,0,0.13
CUST_12554,Male,34,26-35,36086,Low,East,Tier 1,Budget,Paid Search,25,2553,31,82.35,22,0.209,4,8,0,3.73,Passive,0,0.145
CUST_12555,Female,41,36-45,107734,High,South,Tier 3,Regular,Offline Event,53,28670,108,265.46,58,0.208,6,5,0,3.57,Passive,0,0.14
CUST_12556,Male,38,36-45,91719,Medium,South,Tier 2,Regular,Social Media,16,12575,29,433.62,81,0.192,8,10,3,3.08,Detractor,0,0.208
CUST_12557,Male,46,46-55,65357,Medium,Central,Tier 2,Budget,Referral,36,3942,13,303.23,82,0.353,2,5,3,3.15,Detractor,0,0.252
CUST_12558,Female,25,18-25,87846,Medium,West,Tier 1,Regular,Referral,16,12004,32,375.12,22,0.34,8,5,2,3.01,Detractor,0,0.167
CUST_12559,Female,49,46-55,173756,High,North,Tier 3,Premium,Social Media,55,158071,182,868.52,15,0.144,13,8,2,3.64,Passive,0,0
CUST_12560,Other,48,46-55,84920,Medium,West,Tier 1,Churned,Social Media,25,1513,7,216.14,268,0,0,6,7,1.54,Detractor,1,1
CUST_12561,Male,18,18-25,74131,Medium,North,Tier 3,New,Paid Search,1,102,0,102,62,0.575,0,6,1,3.46,Detractor,0,0.255
CUST_12562,Female,25,18-25,85949,Medium,East,Tier 3,New,Social Media,2,311,1,311,61,0.182,2,10,1,3.73,Passive,1,0.228
CUST_12563,Male,39,36-45,89159,Medium,East,Tier 2,New,Paid Search,2,347,1,347,89,0.235,1,0,1,3.62,Passive,0,0.261
CUST_12564,Female,46,46-55,85692,Medium,West,Tier 2,New,Partner,2,377,0,377,35,0.263,0,7,3,3.06,Detractor,0,0.273
CUST_12565,Other,48,46-55,217348,Premium,West,Tier 2,Premium,Social Media,59,94337,425,221.97,4,0.178,18,0,2,3.55,Passive,0,0
CUST_12566,Male,29,26-35,95349,Medium,East,Tier 2,New,Social Media,4,395,1,395,39,0.227,2,7,0,4.04,Passive,0,0.178
CUST_12567,Female,29,26-35,78268,Medium,South,Tier 2,Regular,Social Media,4,1871,11,170.09,79,0.251,5,11,1,4.14,Passive,0,0.101
CUST_12568,Other,21,18-25,83868,Medium,North,Tier 1,Regular,Social Media,39,22677,30,755.9,3,0.116,2,7,0,3.73,Passive,0,0.08
CUST_12569,Male,31,26-35,67548,Medium,North,Tier 1,Budget,Referral,44,10440,57,183.16,77,0.049,0,4,3,3.35,Detractor,0,0.228
CUST_12570,Female,42,36-45,93504,Medium,South,Tier 1,Regular,Partner,50,27557,89,309.63,24,0.115,6,4,3,2.62,Detractor,1,0.208
CUST_12571,Female,23,18-25,89617,Medium,Central,Tier 2,Regular,Organic,8,3323,22,151.05,19,0.246,0,9,3,3.72,Passive,0,0.093
CUST_12572,Male,41,36-45,104839,High,West,Tier 1,New,Organic,3,629,1,629,41,0.263,1,12,2,3.48,Detractor,0,0.236
CUST_12573,Male,40,36-45,79822,Medium,East,Tier 1,New,Paid Search,4,526,0,526,70,0.138,0,2,1,3.23,Detractor,0,0.285
CUST_12574,Female,23,18-25,34486,Low,Central,Tier 1,Budget,Paid Search,44,5164,56,92.21,46,0.252,3,17,3,2.97,Detractor,0,0.241
CUST_12575,Female,29,26-35,73915,Medium,Central,Tier 1,New,Partner,5,463,1,463,12,0.269,0,12,2,3.55,Passive,0,0.205
CUST_12576,Male,37,36-45,91814,Medium,West,Tier 1,Regular,Organic,45,33608,74,454.16,67,0.082,6,3,3,3.05,Detractor,0,0.2
CUST_12577,Other,28,26-35,55622,Medium,South,Tier 3,New,Social Media,3,292,2,146,40,0.267,1,9,2,3.53,Passive,0,0.23
CUST_12578,Male,44,36-45,102650,High,West,Tier 3,Regular,Organic,12,10656,31,343.74,47,0.348,5,7,2,3.48,Detractor,1,0.14
CUST_12579,Female,28,26-35,56354,Medium,South,Tier 2,New,Referral,3,420,0,420,82,0.346,1,14,3,3.22,Detractor,0,0.295
CUST_12580,Male,21,18-25,105199,High,South,Tier 3,Regular,Referral,48,46671,78,598.35,23,0.172,5,19,1,3.79,Passive,0,0.089
CUST_12581,Other,33,26-35,26581,Low,North,Tier 3,Budget,Organic,53,3325,27,123.15,82,0.245,2,4,3,2.34,Detractor,1,0.334
CUST_12582,Female,35,26-35,65857,Medium,North,Tier 2,Budget,Partner,6,1649,3,549.67,65,0.217,4,7,1,2.74,Detractor,0,0.279
CUST_12583,Male,36,36-45,125402,High,West,Tier 2,Regular,Referral,33,35419,42,843.31,48,0.211,0,10,0,3.71,Passive,0,0.118
CUST_12584,Male,32,26-35,42979,Low,East,Tier 2,New,Social Media,2,90,1,90,85,0.176,0,19,2,4.01,Passive,0,0.219
CUST_12585,Female,31,26-35,53533,Medium,West,Tier 1,Budget,Paid Search,1,122,0,122,35,0.198,2,12,2,2.58,Detractor,0,0.271
CUST_12586,Female,31,26-35,77951,Medium,Central,Tier 1,Churned,Social Media,44,1107,8,138.38,174,0.11,0,13,2,2.48,Detractor,1,1
CUST_12587,Other,18,18-25,57698,Medium,West,Tier 1,Budget,Offline Event,22,4698,21,223.71,5,0.255,3,11,1,2.88,Detractor,0,0.216
CUST_12588,Female,26,26-35,64141,Medium,South,Tier 1,Regular,Social Media,24,12208,34,359.06,45,0.399,2,10,2,3.51,Passive,0,0.136
CUST_12589,Female,33,26-35,99219,Medium,East,Tier 3,Regular,Social Media,45,20081,133,150.98,30,0.137,1,12,0,3.6,Passive,0,0.115
CUST_12590,Male,36,36-45,78586,Medium,Central,Tier 2,Regular,Social Media,29,14912,52,286.77,24,0.277,0,8,2,3.04,Detractor,0,0.165
CUST_12591,Other,24,18-25,43353,Low,South,Tier 2,New,Referral,1,96,0,96,78,0.081,0,8,2,3.31,Detractor,0,0.283
CUST_12592,Male,27,26-35,101075,High,West,Tier 3,New,Social Media,4,498,1,498,49,0.245,1,12,0,4.17,Passive,0,0.173
CUST_12593,Other,29,26-35,97365,Medium,West,Tier 1,New,Social Media,3,303,1,303,5,0.236,0,5,1,4.51,Promoter,1,0.103
CUST_12594,Other,42,36-45,46979,Low,North,Tier 3,Budget,Partner,14,2221,14,158.64,34,0.317,1,7,1,3.29,Detractor,1,0.198
CUST_12595,Male,33,26-35,133983,High,East,Tier 1,Regular,Social Media,41,20642,70,294.89,70,0.155,0,13,0,3.8,Passive,0,0.128
CUST_12596,Female,52,46-55,40951,Low,West,Tier 3,Churned,Organic,42,614,6,102.33,219,0.27,0,9,5,1.71,Detractor,1,1
CUST_12597,Female,31,26-35,49868,Low,East,Tier 2,Budget,Partner,32,5956,16,372.25,24,0.152,2,16,0,3.85,Passive,0,0.135
CUST_12598,Female,43,36-45,85260,Medium,North,Tier 2,Regular,Paid Search,25,7727,66,117.08,29,0.289,6,14,0,3.75,Passive,0,0.099
CUST_12599,Male,19,18-25,33238,Low,North,Tier 3,Budget,Social Media,25,3145,14,224.64,5,0.229,1,10,1,3.67,Passive,1,0.138
CUST_12600,Female,22,18-25,57229,Medium,South,Tier 1,Budget,Partner,25,5976,14,426.86,36,0.222,2,15,3,2.99,Detractor,0,0.231
CUST_12601,Female,18,18-25,51074,Medium,West,Tier 3,New,Referral,5,318,1,318,70,0.276,1,14,2,3.95,Passive,0,0.213
CUST_12602,Male,18,18-25,57946,Medium,North,Tier 2,Budget,Social Media,48,7343,35,209.8,60,0.152,0,11,2,2.73,Detractor,0,0.277
CUST_12603,Female,47,46-55,97458,Medium,Central,Tier 1,Regular,Social Media,47,20753,97,213.95,41,0.138,0,11,0,3.56,Passive,0,0.128
CUST_12604,Other,39,36-45,194196,High,Central,Tier 3,Premium,Referral,41,89254,262,340.66,16,0.127,18,7,1,3.79,Passive,0,0
CUST_12605,Male,42,36-45,61929,Medium,East,Tier 2,Budget,Paid Search,17,4530,4,1132.5,79,0.276,1,6,0,2.93,Detractor,1,0.272
CUST_12606,Female,21,18-25,20177,Low,East,Tier 2,Budget,Social Media,13,1075,15,71.67,56,0.31,0,15,1,3.47,Detractor,0,0.199
CUST_12607,Female,23,18-25,82424,Medium,South,Tier 3,Regular,Referral,4,1426,10,142.6,65,0.308,6,22,1,3.38,Detractor,0,0.166
CUST_12608,Other,35,26-35,179249,High,North,Tier 3,Premium,Organic,17,50155,124,404.48,27,0.157,11,0,3,3.5,Detractor,0,0.022
CUST_12609,Male,29,26-35,65557,Medium,South,Tier 3,Regular,Referral,20,6592,53,124.38,8,0.18,5,14,3,2.91,Detractor,1,0.166
CUST_12610,Female,23,18-25,112207,High,West,Tier 1,Regular,Social Media,7,2458,12,204.83,13,0.44,2,22,3,2.38,Detractor,0,0.223
CUST_12611,Female,43,36-45,134770,High,North,Tier 1,Regular,Partner,31,18329,66,277.71,15,0.348,5,9,3,3.21,Detractor,0,0.141
CUST_12612,Male,33,26-35,44490,Low,West,Tier 3,Budget,Organic,7,769,9,85.44,45,0.385,0,7,1,3.47,Detractor,0,0.19
CUST_12613,Female,48,46-55,102378,High,East,Tier 1,Regular,Referral,60,27022,117,230.96,73,0.176,1,0,2,3.46,Detractor,1,0.164
CUST_12614,Female,32,26-35,77329,Medium,North,Tier 1,New,Paid Search,6,1001,3,333.67,4,0.372,1,17,0,4.04,Passive,0,0.149
CUST_12615,Male,18,18-25,106758,High,East,Tier 3,New,Organic,5,1110,2,555,86,0.202,0,12,3,3.83,Passive,0,0.238
CUST_12616,Male,39,36-45,102916,High,Central,Tier 2,Regular,Organic,24,17577,50,351.54,45,0.195,0,5,2,3.94,Passive,1,0.093
CUST_12617,Other,34,26-35,94788,Medium,North,Tier 2,Regular,Referral,49,28688,63,455.37,90,0.237,1,8,1,3.15,Detractor,1,0.209
CUST_12618,Other,22,18-25,54248,Medium,North,Tier 1,Budget,Paid Search,34,4123,48,85.9,36,0.277,1,12,0,3.82,Passive,0,0.148
CUST_12619,Female,18,18-25,45631,Low,West,Tier 2,Budget,Partner,59,5125,50,102.5,38,0.313,1,10,1,2.98,Detractor,1,0.233
CUST_12620,Female,33,26-35,47959,Low,East,Tier 2,Budget,Referral,19,2846,7,406.57,82,0.28,3,12,3,3.15,Detractor,1,0.252
CUST_12621,Female,33,26-35,54456,Medium,Central,Tier 3,New,Paid Search,6,409,4,102.25,6,0.163,0,9,1,3.77,Passive,0,0.178
CUST_12622,Female,25,18-25,87614,Medium,North,Tier 3,Regular,Social Media,34,11099,73,152.04,72,0.335,2,9,2,3.54,Passive,0,0.156
CUST_12623,Female,36,36-45,34888,Low,East,Tier 2,New,Partner,4,220,1,220,17,0.186,2,0,0,4.31,Passive,0,0.133
CUST_12624,Male,40,36-45,86415,Medium,West,Tier 1,Regular,Social Media,16,7531,34,221.5,81,0.166,3,4,2,3.34,Detractor,1,0.182
CUST_12625,Male,40,36-45,142214,High,West,Tier 1,Premium,Social Media,34,109926,145,758.11,14,0.208,27,4,1,4.2,Passive,0,0
CUST_12626,Female,19,18-25,57871,Medium,North,Tier 2,Budget,Organic,13,1998,7,285.43,23,0.118,0,14,1,3.47,Detractor,0,0.172
CUST_12627,Other,38,36-45,63864,Medium,Central,Tier 1,Churned,Offline Event,43,1182,6,197,217,0.038,0,3,5,1.23,Detractor,1,1
CUST_12628,Male,33,26-35,100344,High,North,Tier 1,Regular,Organic,42,16046,89,180.29,38,0.199,1,12,0,4.22,Passive,0,0.059
CUST_12629,Other,32,26-35,49274,Low,South,Tier 3,Budget,Social Media,17,2046,25,81.84,2,0.225,1,9,3,2.93,Detractor,0,0.209
CUST_12630,Male,40,36-45,109381,High,East,Tier 2,New,Referral,3,427,2,213.5,1,0.272,0,1,2,3.67,Passive,1,0.184
CUST_12631,Male,32,26-35,51219,Medium,South,Tier 1,Budget,Organic,57,9654,56,172.39,21,0.321,3,14,0,3.32,Detractor,0,0.185
CUST_12632,Female,44,36-45,82125,Medium,East,Tier 2,Churned,Social Media,10,613,1,613,305,0.079,0,1,5,1.63,Detractor,1,1
CUST_12633,Other,45,36-45,120071,High,North,Tier 3,Regular,Social Media,57,31872,88,362.18,53,0.266,4,10,0,3.82,Passive,0,0.112
CUST_12634,Other,24,18-25,60200,Medium,Central,Tier 2,Regular,Paid Search,16,3010,21,143.33,25,0.194,4,19,3,3.1,Detractor,0,0.161
CUST_12635,Female,22,18-25,94403,Medium,North,Tier 3,New,Partner,1,168,0,168,70,0.407,1,9,1,3.72,Passive,1,0.235
CUST_12636,Other,18,18-25,76508,Medium,West,Tier 1,New,Referral,2,175,0,175,45,0.342,0,24,0,3.86,Passive,0,0.201
CUST_12637,Female,41,36-45,96932,Medium,West,Tier 2,Churned,Referral,11,887,2,443.5,247,0.215,0,2,4,1.44,Detractor,1,1
CUST_12638,Female,29,26-35,28631,Low,East,Tier 2,Budget,Organic,25,1566,24,65.25,82,0.299,0,8,2,2.76,Detractor,0,0.292
CUST_12639,Other,32,26-35,132540,High,South,Tier 3,Premium,Organic,16,28478,104,273.83,17,0.138,31,14,1,4.29,Passive,0,0
CUST_12640,Female,24,18-25,67107,Medium,Central,Tier 3,New,Paid Search,4,292,2,146,45,0.155,2,9,1,3.82,Passive,0,0.205
CUST_12641,Male,23,18-25,110373,High,Central,Tier 3,Regular,Organic,51,45537,134,339.83,79,0.219,7,6,1,3.43,Detractor,0,0.172
CUST_12642,Female,21,18-25,105962,High,Central,Tier 3,Regular,Referral,44,35858,32,1120.56,43,0.384,0,13,0,3.86,Passive,0,0.1
CUST_12643,Other,46,46-55,121006,High,East,Tier 2,Regular,Organic,35,32787,41,799.68,33,0.279,4,7,3,2.97,Detractor,0,0.18
CUST_12644,Male,21,18-25,49596,Low,West,Tier 2,Budget,Partner,54,4134,56,73.82,3,0.139,4,19,2,3.41,Detractor,0,0.161
CUST_12645,Male,25,18-25,80378,Medium,West,Tier 1,Churned,Paid Search,59,2693,7,384.71,281,0.153,0,18,4,1.77,Detractor,1,1
CUST_12646,Other,27,26-35,41560,Low,North,Tier 1,Budget,Social Media,42,5793,17,340.76,28,0.208,2,11,2,2.86,Detractor,0,0.237
CUST_12647,Male,18,18-25,20000,Low,North,Tier 1,New,Partner,1,40,0,40,84,0.198,1,9,0,3.51,Passive,0,0.268
CUST_12648,Female,24,18-25,104175,High,West,Tier 3,Regular,Organic,35,22314,42,531.29,50,0.26,10,17,1,3.75,Passive,0,0.116
CUST_12649,Other,30,26-35,84293,Medium,Central,Tier 1,Regular,Referral,55,32479,35,927.97,89,0.286,2,9,0,3.6,Passive,0,0.163
CUST_12650,Female,41,36-45,134353,High,North,Tier 2,Regular,Paid Search,1,685,2,342.5,62,0.328,1,6,3,3.71,Passive,0,0.13
CUST_12651,Female,51,46-55,55673,Medium,Central,Tier 3,Churned,Referral,29,867,4,216.75,161,0.029,0,3,6,1.56,Detractor,1,1
CUST_12652,Male,18,18-25,123352,High,West,Tier 3,Regular,Social Media,33,24855,30,828.5,52,0.151,11,9,0,3.84,Passive,1,0.109
CUST_12653,Male,57,55+,98169,Medium,East,Tier 2,Regular,Social Media,55,22068,66,334.36,80,0.196,3,4,2,3.82,Passive,0,0.134
CUST_12654,Male,29,26-35,191496,High,North,Tier 2,Premium,Social Media,3,7440,17,437.65,7,0.261,11,4,0,4.49,Passive,0,0
CUST_12655,Male,26,26-35,45465,Low,Central,Tier 2,Budget,Paid Search,35,5693,46,123.76,47,0.198,0,9,0,3.43,Detractor,0,0.196
CUST_12656,Female,43,36-45,106847,High,East,Tier 1,Regular,Organic,30,26988,81,333.19,12,0.259,4,9,3,3.49,Detractor,0,0.111
CUST_12657,Male,18,18-25,37968,Low,South,Tier 1,Budget,Organic,35,4666,8,583.25,76,0.115,1,0,1,3.67,Passive,0,0.196
CUST_12658,Male,34,26-35,59133,Medium,West,Tier 1,Budget,Referral,41,6104,34,179.53,90,0.367,1,13,0,3.85,Passive,0,0.189
CUST_12659,Male,32,26-35,101735,High,Central,Tier 3,New,Organic,4,615,2,307.5,68,0.193,0,14,3,3.89,Passive,0,0.217
CUST_12660,Male,31,26-35,92213,Medium,West,Tier 3,Regular,Organic,41,30437,108,281.82,25,0.222,2,8,3,3.34,Detractor,0,0.137
CUST_12661,Other,18,18-25,67166,Medium,East,Tier 3,Regular,Referral,35,18549,99,187.36,55,0.163,2,13,1,3.5,Passive,0,0.145
CUST_12662,Female,42,36-45,91392,Medium,North,Tier 2,Regular,Paid Search,56,19458,137,142.03,89,0.216,1,6,1,3.53,Passive,0,0.17
CUST_12663,Male,30,26-35,66850,Medium,Central,Tier 3,Regular,Paid Search,52,17443,93,187.56,24,0.229,6,3,3,3.2,Detractor,0,0.15
CUST_12664,Female,40,36-45,98831,Medium,East,Tier 3,New,Social Media,3,609,1,609,53,0.285,2,7,3,3.47,Detractor,0,0.247
CUST_12665,Female,50,46-55,137813,High,Central,Tier 3,Premium,Paid Search,25,27071,129,209.85,16,0.106,29,4,3,3.8,Passive,0,0
CUST_12666,Female,28,26-35,68037,Medium,South,Tier 1,New,Social Media,3,219,1,219,23,0.145,0,13,1,3.77,Passive,0,0.192
CUST_12667,Male,32,26-35,77279,Medium,North,Tier 1,Regular,Referral,47,16520,64,258.12,13,0.107,4,7,2,2.81,Detractor,1,0.18
CUST_12668,Male,26,26-35,94601,Medium,Central,Tier 2,New,Social Media,6,1472,1,1472,32,0.177,2,13,0,4.15,Passive,0,0.161
CUST_12669,Male,18,18-25,111072,High,South,Tier 1,New,Social Media,1,304,0,304,79,0.328,1,7,1,3.25,Detractor,0,0.29
CUST_12670,Female,34,26-35,79021,Medium,South,Tier 1,New,Referral,1,185,0,185,86,0.264,2,15,2,3.51,Passive,0,0.27
CUST_12671,Other,51,46-55,144244,High,South,Tier 2,Premium,Partner,40,95906,159,603.18,17,0.283,10,12,2,3.96,Passive,0,0
CUST_12672,Female,28,26-35,83338,Medium,Central,Tier 1,Regular,Referral,48,36738,72,510.25,50,0.4,4,15,2,3.41,Detractor,1,0.15
CUST_12673,Male,41,36-45,54562,Medium,North,Tier 1,Budget,Organic,26,3754,17,220.82,77,0.264,0,4,2,2.67,Detractor,0,0.296
CUST_12674,Other,32,26-35,41556,Low,West,Tier 3,Budget,Organic,46,3781,23,164.39,38,0.282,3,16,0,3.53,Passive,0,0.178
CUST_12675,Female,46,46-55,243517,Premium,Central,Tier 2,Premium,Offline Event,48,246148,174,1414.64,8,0.228,22,1,2,3.32,Detractor,0,0.024
CUST_12676,Male,44,36-45,99490,Medium,South,Tier 2,Regular,Paid Search,53,19233,47,409.21,53,0.154,0,5,1,3.36,Detractor,0,0.157
CUST_12677,Male,41,36-45,109790,High,South,Tier 1,Regular,Organic,10,4603,10,460.3,20,0.256,5,4,0,3.75,Passive,0,0.091
CUST_12678,Other,33,26-35,67619,Medium,Central,Tier 1,Budget,Organic,11,1777,5,355.4,8,0.129,0,6,1,3.11,Detractor,0,0.196
CUST_12679,Female,49,46-55,74016,Medium,Central,Tier 2,Churned,Referral,41,2733,12,227.75,184,0,0,3,7,1,Detractor,1,1
CUST_12680,Female,34,26-35,45733,Low,East,Tier 1,Budget,Organic,49,10060,64,157.19,59,0.025,2,12,2,3.21,Detractor,1,0.227
CUST_12681,Male,25,18-25,77490,Medium,West,Tier 1,Regular,Paid Search,16,10818,17,636.35,8,0.418,9,17,2,3.14,Detractor,0,0.142
CUST_12682,Female,29,26-35,34340,Low,West,Tier 1,New,Organic,2,119,1,119,38,0.192,2,7,3,3.31,Detractor,0,0.251
CUST_12683,Other,43,36-45,44813,Low,South,Tier 2,Regular,Paid Search,33,6065,39,155.51,22,0.2,2,14,1,3.56,Passive,0,0.112
CUST_12684,Male,57,55+,120146,High,South,Tier 2,New,Partner,2,550,0,550,77,0.349,1,4,2,3.61,Passive,0,0.253
CUST_12685,Male,39,36-45,180882,High,East,Tier 2,Premium,Paid Search,22,88569,53,1671.11,5,0.249,27,4,1,4.02,Passive,0,0
CUST_12686,Male,38,36-45,83576,Medium,North,Tier 1,Regular,Offline Event,45,34445,100,344.45,26,0.181,1,11,2,3.84,Passive,0,0.087
CUST_12687,Female,31,26-35,73960,Medium,South,Tier 2,New,Social Media,6,1200,2,600,80,0.441,2,12,1,3.77,Passive,0,0.239
CUST_12688,Male,27,26-35,50421,Medium,East,Tier 2,Budget,Social Media,23,2026,25,81.04,24,0.126,4,13,1,3.44,Detractor,1,0.176
CUST_12689,Male,18,18-25,43433,Low,Central,Tier 2,Budget,Offline Event,36,4572,45,101.6,65,0.296,0,7,2,3.19,Detractor,1,0.234
CUST_12690,Male,31,26-35,80781,Medium,East,Tier 2,New,Organic,6,800,2,400,72,0.187,0,17,3,3.83,Passive,0,0.226
CUST_12691,Male,27,26-35,102646,High,South,Tier 1,New,Paid Search,6,1003,4,250.75,86,0.193,0,13,0,4.09,Passive,0,0.212
CUST_12692,Male,31,26-35,93186,Medium,West,Tier 1,Regular,Social Media,5,1871,10,187.1,58,0.124,6,17,2,3.47,Detractor,0,0.151
